,age,education-num,hours-per-week,income,Count
3613,27-29,12,30-32,<=50K,2
3614,27-29,12,30-32,<=50K.,2
3615,26,13-15,30-32,<=50K,8
3616,26,13-15,30-32,<=50K.,2
3617,27-28,13-16,30-33,<=50K,9
3618,27-28,13-16,30-33,<=50K.,8
3619,27-28,13-16,30-33,>50K,1
3620,31,13,25,<=50K,2
3621,31,13,25,<=50K.,2
3622,31,13,25,>50K,1
3623,31-32,14-16,25-28,<=50K,4
3624,31-32,14-16,25-28,>50K,1
3625,31-32,14-16,25-28,>50K.,2
3626,31,13-14,30-32,<=50K,4
3627,31,13-14,30-32,<=50K.,3
3628,33,13,30-32,<=50K,2
3629,33,13,30-32,<=50K.,1
3630,33,13,30-32,>50K,1
3631,33,14,30-33,<=50K,3
3632,33,14,30-33,>50K,1
3633,31,13-15,35-38,<=50K,7
3634,31,13-15,35-38,<=50K.,3
3635,31,13-15,35-38,>50K,3
3636,31,13-15,35-38,>50K.,1
3637,32,13-16,35-38,<=50K,5
3638,32,13-16,35-38,<=50K.,5
3639,32,13-16,35-38,>50K,4
3640,32,13-16,35-38,>50K.,3
3641,33,13,35,<=50K,3
3642,33,13,35,<=50K.,1
3643,33,14-15,35,<=50K,1
3644,33,14-15,35,<=50K.,2
3645,33,14-15,35,>50K,1
3646,36,13-16,35-38,<=50K,8
3647,36,13-16,35-38,<=50K.,2
3648,36,13-16,35-38,>50K,8
3649,36,13-16,35-38,>50K.,2
3650,30,13-15,55,<=50K,4
3651,30,13-15,55,<=50K.,4
3652,30,13-15,55,>50K,5
3653,30,13-15,55,>50K.,1
3654,33-34,13,52-54,<=50K.,1
3655,33-34,13,52-54,>50K,2
3656,33-34,13,52-54,>50K.,1
3657,35-36,13,52,<=50K.,1
3658,35-36,13,52,>50K,2
3659,35-36,13,52,>50K.,1
3660,35-36,13-16,55,<=50K,8
3661,35-36,13-16,55,<=50K.,7
3662,35-36,13-16,55,>50K,17
3663,35-36,13-16,55,>50K.,5
3664,34,13-16,60-99,<=50K,12
3665,34,13-16,60-99,<=50K.,1
3666,34,13-16,60-99,>50K,18
3667,34,13-16,60-99,>50K.,6
3668,35-36,13-16,60-80,<=50K,20
3669,35-36,13-16,60-80,<=50K.,3
3670,35-36,13-16,60-80,>50K,25
3671,35-36,13-16,60-80,>50K.,18
3672,44-45,7,35-36,<=50K,1
3673,44-45,7,35-36,<=50K.,2
3674,44-45,7,35-36,>50K,1
3675,44-45,8,35-36,<=50K,4
3676,44-45,8,35-36,>50K.,1
3677,46-48,6,35,<=50K,1
3678,46-48,6,35,<=50K.,2
3679,46-48,6,37-38,<=50K,2
3680,46-48,6,37-38,<=50K.,2
3681,49,6,32-38,<=50K,2
3682,49,6,32-38,<=50K.,1
3683,50-51,6,30-38,<=50K,2
3684,50-51,6,30-38,<=50K.,2
3685,52,6,30-35,<=50K,2
3686,52,6,30-35,>50K,1
3687,53-55,6,34-36,<=50K,5
3688,46,7,30-32,<=50K,2
3689,46,7,30-32,<=50K.,1
3690,48,7,30-34,<=50K,3
3691,48,7,30-34,>50K.,1
3692,51-52,7,30-32,<=50K,1
3693,51-52,7,30-32,<=50K.,1
3694,51-52,7,30-32,>50K,1
3695,53-55,7-8,30-32,<=50K,3
3696,53-55,7-8,30-32,<=50K.,1
3697,49,7-8,35-39,<=50K,4
3698,51-53,7-8,35-37,<=50K,2
3699,51-53,7-8,35-37,<=50K.,2
3700,52-55,9,8,<=50K,2
3701,52-55,9,8,<=50K.,2
3702,52-55,9,10-14,<=50K,2
3703,52-55,9,10-14,<=50K.,2
3704,54,9,15,<=50K,3
3705,55,9,15-18,<=50K,1
3706,55,9,15-18,<=50K.,3
3707,42,9,24,<=50K,2
3708,42,9,24,<=50K.,1
3709,43,9,24,<=50K,2
3710,43,9,24,<=50K.,1
3711,41,9,25-28,<=50K,4
3712,42-43,9,25-28,<=50K,5
3713,42-43,9,25-28,<=50K.,3
3714,42-43,9,25-28,>50K,1
3715,47,9,25-28,<=50K,3
3716,47,9,25-28,<=50K.,1
3717,48,9,25-28,<=50K,4
3718,48,9,25-28,<=50K.,1
3719,39,9,35-36,<=50K,6
3720,39,9,35-36,<=50K.,2
3721,39,9,37-38,<=50K,4
3722,39,9,37-38,<=50K.,3
3723,39,9,37-38,>50K,1
3724,44,9,35,<=50K.,4
3725,44,9,35,>50K,1
3726,45,9,35,<=50K,10
3727,45,9,35,<=50K.,2
3728,44-45,9,37,<=50K,1
3729,44-45,9,37,<=50K.,2
3730,44-45,9,38-39,<=50K,9
3731,44-45,9,38-39,<=50K.,4
3732,44-45,9,38-39,>50K,2
3733,44-45,9,38-39,>50K.,1
3734,46,9,37,<=50K,5
3735,46,9,38,<=50K,3
3736,46,9,38,<=50K.,1
3737,46,9,38,>50K.,1
3738,48,9,35,<=50K,2
3739,48,9,35,<=50K.,2
3740,48,9,35,>50K,1
3741,48,9,35,>50K.,1
3742,49,9,35,<=50K,4
3743,49,9,35,<=50K.,4
3744,47,9,36-37,<=50K,3
3745,47,9,36-37,<=50K.,2
3746,47,9,38,<=50K,6
3747,47,9,38,<=50K.,1
3748,47,9,38,>50K,2
3749,48-49,9,36,<=50K,3
3750,48-49,9,36,<=50K.,1
3751,51,9,35,<=50K,1
3752,51,9,35,<=50K.,4
3753,51,9,35,>50K,2
3754,50,9,37,<=50K.,2
3755,50,9,37,>50K.,1
3756,50,9,38-39,<=50K,2
3757,50,9,38-39,<=50K.,2
3758,50,9,38-39,>50K,1
3759,51,9,37-38,<=50K,8
3760,51,9,37-38,<=50K.,3
3761,51,9,37-38,>50K.,1
3762,52,9,38,<=50K,9
3763,52,9,38,<=50K.,3
3764,64-66,4,10,<=50K,3
3765,65-67,4,12-15,<=50K.,4
3766,59-61,4,32-35,<=50K,3
3767,59-61,4,38,<=50K,2
3768,59-61,4,38,<=50K.,1
3769,71-73,4,10,<=50K,3
3770,71-73,4,10,<=50K.,2
3771,71-73,4,12-18,<=50K,1
3772,71-73,4,12-18,<=50K.,4
3773,81-84,4,2-3,<=50K,1
3774,81-84,4,2-3,<=50K.,2
3775,81-90,4,5-15,<=50K,4
3776,81-90,4,5-15,<=50K.,1
3777,70-73,4,25-30,<=50K,3
3778,70-73,4,25-30,>50K,1
3779,70-73,4,35-38,<=50K,2
3780,70-73,4,35-38,<=50K.,1
3781,70-73,4,35-38,>50K.,1
3782,74-78,4,30-35,<=50K,4
3783,74-78,4,30-35,<=50K.,1
3784,79-80,4,30-35,<=50K,4
3785,79-80,4,30-35,<=50K.,1
3786,61,6,20-24,<=50K,3
3787,61,6,20-24,<=50K.,1
3788,63-65,6,20-22,<=50K,1
3789,63-65,6,20-22,<=50K.,2
3790,63-65,6,20-22,>50K,1
3791,61-65,7,20,<=50K,4
3792,61-65,7-8,21-27,<=50K,3
3793,61-65,7-8,21-27,<=50K.,2
3794,58-59,6,35-37,<=50K,2
3795,58-59,6,35-37,<=50K.,1
3796,58-59,6,35-37,>50K,1
3797,58-60,7-8,35,<=50K,3
3798,58-60,7-8,35,<=50K.,1
3799,61,6,36-38,<=50K,1
3800,61,6,36-38,<=50K.,2
3801,62-64,6,35,<=50K,2
3802,62-64,6,35,<=50K.,2
3803,61-62,7-8,30-32,<=50K,1
3804,61-62,7-8,30-32,<=50K.,1
3805,61-62,7-8,30-32,>50K,1
3806,63-65,7-8,29-30,<=50K,3
3807,63-65,7-8,29-30,<=50K.,2
3808,61-62,7-8,36-37,<=50K,1
3809,61-62,7-8,36-37,<=50K.,3
3810,63-65,7-8,35-37,<=50K,2
3811,63-65,7-8,35-37,<=50K.,1
3812,63-65,7-8,35-37,>50K,2
3813,66-67,6-7,8-11,<=50K,2
3814,66-67,6-7,8-11,>50K.,1
3815,69-72,6-7,8-10,<=50K,3
3816,73-74,6-8,8-11,<=50K,2
3817,73-74,6-8,8-11,<=50K.,1
3818,73,6-8,12-18,<=50K,2
3819,73,6-8,12-18,<=50K.,1
3820,76,6-7,1-16,<=50K,3
3821,76,6-7,1-16,<=50K.,1
3822,77-90,6-8,7-12,<=50K,2
3823,77-90,6-8,7-12,<=50K.,2
3824,67,6-8,20,<=50K,3
3825,68,6-7,20,<=50K,4
3826,68,6-7,20,<=50K.,1
3827,66,6,30-32,<=50K,1
3828,66,6,30-32,<=50K.,2
3829,66-68,6,35-38,<=50K,2
3830,66-68,6,35-38,<=50K.,1
3831,66,7,26-32,<=50K,2
3832,66,7,26-32,<=50K.,1
3833,68,7-8,30-35,<=50K,2
3834,68,7-8,30-35,<=50K.,2
3835,81-89,6,20-28,<=50K,2
3836,81-89,6,20-28,<=50K.,1
3837,80-83,7-8,20-30,<=50K,1
3838,80-83,7-8,20-30,<=50K.,2
3839,62-64,9,8,<=50K,3
3840,63-64,9,10-11,<=50K,3
3841,61-62,9,12,<=50K,2
3842,61-62,9,12,<=50K.,1
3843,61-62,9,15,<=50K,1
3844,61-62,9,15,<=50K.,2
3845,63-64,9,12-14,<=50K,2
3846,63-64,9,12-14,<=50K.,1
3847,63-64,9,15,<=50K,3
3848,63-64,9,15,>50K,1
3849,62,9,16-18,<=50K,4
3850,63-64,9,16-18,<=50K,4
3851,63-64,9,16-18,<=50K.,2
3852,59,9,20,<=50K,3
3853,59,9,20,<=50K.,1
3854,60,9,20,<=50K,1
3855,60,9,20,<=50K.,3
3856,58,9,25-27,<=50K,4
3857,60,9,25-27,<=50K,3
3858,60,9,25-27,<=50K.,2
3859,61,9,24-25,<=50K,2
3860,61,9,24-25,<=50K.,2
3861,62,9,24-25,<=50K,5
3862,63-64,9,24,<=50K,3
3863,63-64,9,24,<=50K.,2
3864,63-64,9,25-27,<=50K,5
3865,63-64,9,25-27,<=50K.,3
3866,57,9,38,<=50K,3
3867,57,9,38,<=50K.,1
3868,57,9,38,>50K.,1
3869,58,9,38-39,<=50K,2
3870,58,9,38-39,<=50K.,2
3871,58,9,38-39,>50K,1
3872,58,9,38-39,>50K.,1
3873,61,9,36-37,<=50K,3
3874,61,9,36-37,<=50K.,1
3875,61,9,38,<=50K.,2
3876,61,9,38,>50K,2
3877,62,9,35-36,<=50K,4
3878,62,9,37-38,<=50K,6
3879,62,9,37-38,<=50K.,1
3880,63-64,9,37-39,<=50K,4
3881,63-64,9,37-39,<=50K.,3
3882,63-64,9,37-39,>50K.,1
3883,67,9,10,<=50K,2
3884,67,9,10,<=50K.,1
3885,68-69,9,10,<=50K,2
3886,68-69,9,10,<=50K.,1
3887,68-69,9,10,>50K,1
3888,68-69,9,10,>50K.,1
3889,65,9,16-18,<=50K,3
3890,65,9,16-18,>50K.,1
3891,66,9,16-18,<=50K,3
3892,66,9,16-18,<=50K.,2
3893,71,9,3-5,<=50K.,3
3894,72-73,9,1-4,<=50K,2
3895,72-73,9,1-4,<=50K.,2
3896,75-76,9,8-9,<=50K,2
3897,75-76,9,8-9,<=50K.,2
3898,74,9,10-12,<=50K,1
3899,74,9,10-12,<=50K.,3
3900,74-76,9,15,<=50K,3
3901,74-76,9,15,<=50K.,1
3902,74-76,9,16-18,<=50K,3
3903,74-76,9,16-18,<=50K.,2
3904,77-78,9,1-5,<=50K,1
3905,77-78,9,1-5,<=50K.,2
3906,77-79,9,6-7,<=50K,2
3907,77-79,9,6-7,<=50K.,1
3908,77-78,9,10-12,<=50K,2
3909,77-78,9,10-12,<=50K.,1
3910,77-79,9,14-16,<=50K,2
3911,77-79,9,14-16,<=50K.,2
3912,80-82,9,3-12,<=50K,3
3913,80-82,9,3-12,<=50K.,1
3914,83-90,9,2-12,<=50K,4
3915,83-90,9,2-12,<=50K.,1
3916,80,9,14-16,<=50K,1
3917,80,9,14-16,<=50K.,3
3918,81-87,9,13-18,<=50K,4
3919,81-87,9,13-18,<=50K.,1
3920,67,9,24,<=50K,4
3921,67,9,24,<=50K.,1
3922,68,9,24,<=50K,3
3923,68,9,24,<=50K.,1
3924,68,9,24,>50K.,1
3925,66,9,25,<=50K,3
3926,66,9,25,<=50K.,1
3927,67-68,9,25,<=50K,2
3928,67-68,9,25,<=50K.,2
3929,65,9,35-36,<=50K,2
3930,65,9,35-36,<=50K.,1
3931,66,9,35,<=50K,3
3932,66,9,35,>50K,1
3933,69,9,30-32,<=50K,2
3934,69,9,30-32,<=50K.,3
3935,69-71,9,33,<=50K,2
3936,69-71,9,33,<=50K.,1
3937,69-71,9,35-38,<=50K,7
3938,69-71,9,35-38,<=50K.,4
3939,73-75,9,25,<=50K,2
3940,73-75,9,25,<=50K.,2
3941,74-75,9,26-28,<=50K,1
3942,74-75,9,26-28,<=50K.,3
3943,73-75,9,30,<=50K,3
3944,73-75,9,30,<=50K.,2
3945,73-75,9,30,>50K,1
3946,73-75,9,32-37,<=50K,4
3947,73-75,9,32-37,<=50K.,2
3948,73-75,9,32-37,>50K,1
3949,73-75,9,32-37,>50K.,1
3950,76,9,20-24,<=50K,2
3951,76,9,20-24,<=50K.,2
3952,77-79,9,20-24,<=50K,3
3953,77-79,9,20-24,<=50K.,1
3954,76-79,9,25-30,<=50K,4
3955,76-78,9,32-35,<=50K,3
3956,76-78,9,32-35,<=50K.,1
3957,76-78,9,32-35,>50K.,1
3958,80,9,20-24,<=50K,3
3959,80,9,20-24,<=50K.,1
3960,80,9,25-32,<=50K,2
3961,80,9,25-32,<=50K.,3
3962,37-38,4,50,<=50K,1
3963,37-38,4,50,<=50K.,1
3964,37-38,4,50,>50K,1
3965,37-38,4,56-84,<=50K,3
3966,37-38,4,56-84,<=50K.,2
3967,45,4,44-48,<=50K,2
3968,45,4,44-48,<=50K.,1
3969,45,4,52-65,<=50K,1
3970,45,4,52-65,>50K,2
3971,46,4,40,<=50K,5
3972,46,4,40,<=50K.,1
3973,48,2,40,<=50K,2
3974,48,2,40,<=50K.,1
3975,48,2,45-52,<=50K,1
3976,48,2,45-52,<=50K.,3
3977,53,6,40-99,<=50K,9
3978,53,6,40-99,<=50K.,4
3979,53,6,40-99,>50K,2
3980,54,6,40-70,<=50K,11
3981,54,6,40-70,<=50K.,2
3982,54,6,40-70,>50K,2
3983,52,7,40,<=50K,10
3984,52,7,40,<=50K.,2
3985,52,7,40,>50K,1
3986,52,8,40-60,<=50K,7
3987,52,8,40-60,<=50K.,2
3988,52,8,40-60,>50K,3
3989,52,8,40-60,>50K.,1
3990,55,4,50,<=50K,3
3991,55,4,50,<=50K.,1
3992,55,4,60-80,<=50K,3
3993,55,4,60-80,<=50K.,2
3994,55,5,48-50,<=50K,2
3995,55,5,48-50,<=50K.,1
3996,55,5,55-60,<=50K,1
3997,55,5,55-60,<=50K.,1
3998,55,5,55-60,>50K.,1
3999,58,6,40-65,<=50K,9
4000,58,6,40-65,<=50K.,4
4001,58,6,40-65,>50K,4
4002,58,6,40-65,>50K.,2
4003,58,7-8,40-60,<=50K,12
4004,58,7-8,40-60,<=50K.,6
4005,58,7-8,40-60,>50K,1
4006,58,7-8,40-60,>50K.,1
4007,60-61,2,40-60,<=50K,2
4008,60-61,2,40-60,<=50K.,1
4009,60-61,2,40-60,>50K,1
4010,60-61,2,40-60,>50K.,1
4011,62-63,2,40-44,<=50K,2
4012,62-63,2,40-44,<=50K.,3
4013,64-66,1,40,<=50K,2
4014,64-66,1,40,<=50K.,1
4015,64-65,2,40-53,<=50K,2
4016,64-65,2,40-53,<=50K.,5
4017,64,3,40-70,<=50K,3
4018,64,3,40-70,<=50K.,2
4019,65,4,40-60,<=50K,5
4020,65,4,40-60,<=50K.,3
4021,68-69,2-3,40,<=50K,3
4022,68-69,2-3,40,<=50K.,1
4023,70-71,3,40-75,<=50K,3
4024,70-71,3,40-75,<=50K.,3
4025,68,4,40-60,<=50K,3
4026,68,4,40-60,<=50K.,2
4027,60,5,45-49,<=50K,2
4028,60,5,45-49,>50K.,1
4029,60,5,67-84,<=50K,1
4030,60,5,67-84,<=50K.,1
4031,60,5,67-84,>50K.,1
4032,64-65,6,40-70,<=50K,5
4033,64-65,6,40-70,<=50K.,5
4034,64-65,6,40-70,>50K,4
4035,64-65,6,40-70,>50K.,1
4036,64-65,7-8,40-59,<=50K,12
4037,64-65,7-8,40-59,<=50K.,4
4038,64-65,7-8,40-59,>50K,2
4039,66,5,40,<=50K,3
4040,66-69,6,40-90,<=50K,9
4041,66-69,6,40-90,<=50K.,2
4042,70-72,5,40-48,<=50K,3
4043,70-72,5,40-48,<=50K.,1
4044,70-72,5,40-48,>50K,1
4045,71,9,40-70,<=50K,6
4046,71,9,40-70,<=50K.,3
4047,71,9,40-70,>50K,2
4048,71,9,40-70,>50K.,2
4049,48,10-11,24-25,<=50K,2
4050,48,10-11,24-25,>50K,1
4051,49,10-11,25-28,<=50K,3
4052,49,10-11,25-28,<=50K.,1
4053,38,10,36,<=50K.,2
4054,38,10,36,>50K,1
4055,38,11,36,<=50K,1
4056,38,11,36,<=50K.,1
4057,38,11,36,>50K,2
4058,37,10,38-39,<=50K,2
4059,37,10,38-39,<=50K.,2
4060,37,11,38-39,<=50K,2
4061,37,11,38-39,<=50K.,2
4062,43,10,38,<=50K,4
4063,43,10,38,<=50K.,2
4064,43,10,38,>50K,2
4065,43,10,38,>50K.,1
4066,44,10,38,<=50K,4
4067,44,10,38,<=50K.,2
4068,44,10,38,>50K,1
4069,44,10,38,>50K.,2
4070,45,10-11,38,<=50K,3
4071,45,10-11,38,<=50K.,1
4072,45,10-11,38,>50K,1
4073,46,10-11,38,<=50K,1
4074,46,10-11,38,<=50K.,1
4075,46,10-11,38,>50K,4
4076,46,10-11,38,>50K.,1
4077,48,10,35,<=50K,2
4078,48,10,35,<=50K.,1
4079,48,10,35,>50K,1
4080,49,10-11,35,<=50K,4
4081,49,10-11,35,<=50K.,2
4082,48-49,10-11,36-37,<=50K,2
4083,48-49,10-11,36-37,<=50K.,1
4084,48-49,10-11,38,<=50K,5
4085,48-49,10-11,38,>50K,2
4086,37-38,13,5-8,<=50K,1
4087,37-38,13,5-8,>50K,1
4088,37-38,13,5-8,>50K.,1
4089,37-38,14-15,2-8,<=50K,1
4090,37-38,14-15,2-8,>50K,1
4091,37-38,14-15,2-8,>50K.,1
4092,39-40,13,5-8,<=50K.,2
4093,39-40,13,5-8,>50K,1
4094,41-42,13-16,5-8,<=50K,1
4095,41-42,13-16,5-8,<=50K.,2
4096,41-42,13-16,5-8,>50K,1
4097,37-39,13-14,15-16,<=50K,2
4098,37-39,13-14,15-16,<=50K.,1
4099,37-39,13-14,15-16,>50K,1
4100,37-39,13-14,15-16,>50K.,2
4101,40-42,13-15,15-17,<=50K,3
4102,40-42,13-15,15-17,<=50K.,1
4103,40-42,13-15,15-17,>50K,1
4104,40-42,13-15,15-17,>50K.,1
4105,47-49,13-14,2-5,<=50K.,2
4106,47-49,13-14,2-5,>50K,1
4107,47-49,13-14,2-5,>50K.,1
4108,44-46,13,10-12,<=50K,2
4109,44-46,13,10-12,<=50K.,1
4110,44-46,13,10-12,>50K.,1
4111,43-46,13,15-16,<=50K,1
4112,43-46,13,15-16,<=50K.,1
4113,43-46,13,15-16,>50K,1
4114,43-46,13,15-16,>50K.,1
4115,43-45,14,10-16,<=50K,3
4116,43-45,14,10-16,<=50K.,1
4117,43-45,14,10-16,>50K,1
4118,48-49,14-16,10-16,<=50K,2
4119,48-49,14-16,10-16,<=50K.,1
4120,48-49,14-16,10-16,>50K.,2
4121,42,14,20-23,<=50K,1
4122,42,14,20-23,>50K,1
4123,42,14,20-23,>50K.,1
4124,43-44,14-16,20,<=50K,2
4125,43-44,14-16,20,<=50K.,3
4126,43-44,14-16,20,>50K,1
4127,45-46,14,18-22,<=50K.,2
4128,45-46,14,18-22,>50K,2
4129,45-46,14,18-22,>50K.,1
4130,43-44,14-16,24,<=50K,1
4131,43-44,14-16,24,>50K,2
4132,42-44,14-15,25-29,<=50K,2
4133,42-44,14-15,25-29,>50K,1
4134,42-44,14-15,25-29,>50K.,2
4135,43-44,14-15,30,<=50K,2
4136,43-44,14-15,30,>50K,1
4137,43-44,14-15,30,>50K.,1
4138,42-44,14-16,32,<=50K.,2
4139,42-44,14-16,32,>50K,3
4140,47-49,13,25-26,<=50K,2
4141,47-49,13,25-26,>50K,2
4142,47-49,13,25-26,>50K.,1
4143,47-48,14-16,25-29,<=50K,3
4144,47-48,14-16,25-29,<=50K.,2
4145,47-49,13-14,30-32,<=50K,3
4146,47-49,13-14,30-32,<=50K.,2
4147,47-49,13-14,30-32,>50K,1
4148,47-49,13-14,30-32,>50K.,2
4149,38,13-16,36-37,<=50K,1
4150,38,13-16,36-37,>50K,1
4151,38,13-16,36-37,>50K.,1
4152,39,13,36-37,<=50K.,2
4153,39,13,36-37,>50K,1
4154,38,13,38,<=50K,2
4155,38,13,38,<=50K.,2
4156,38-39,14-15,38,<=50K.,2
4157,38-39,14-15,38,>50K,2
4158,41-42,14-16,36,<=50K.,1
4159,41-42,14-16,36,>50K,2
4160,47,13,35-38,<=50K,1
4161,47,13,35-38,<=50K.,1
4162,47,13,35-38,>50K,4
4163,47,13,35-38,>50K.,3
4164,47,14-16,35-38,<=50K,3
4165,47,14-16,35-38,<=50K.,1
4166,47,14-16,35-38,>50K,6
4167,47,14-16,35-38,>50K.,3
4168,52,10,30,<=50K.,3
4169,53-54,10,30,<=50K,6
4170,53-54,10,30,<=50K.,2
4171,53-54,10,30,>50K,1
4172,59,10,20-24,<=50K.,2
4173,59,10,20-24,>50K,1
4174,60-61,10-11,20-24,<=50K,4
4175,60-61,10-11,20-24,<=50K.,1
4176,53,10-11,35,<=50K,1
4177,53,10-11,35,<=50K.,2
4178,54,10,35,<=50K,2
4179,54,10,35,<=50K.,2
4180,53,10,36-39,<=50K,1
4181,53,10,36-39,<=50K.,1
4182,53,10,36-39,>50K,1
4183,54,10-11,37-38,<=50K,1
4184,54,10-11,37-38,<=50K.,1
4185,54,10-11,37-38,>50K,2
4186,54,10-11,37-38,>50K.,1
4187,58,10,36-37,<=50K,4
4188,57-58,10-11,38-39,<=50K,3
4189,57-58,10-11,38-39,>50K,2
4190,59,10-11,35,<=50K,1
4191,59,10-11,35,>50K,2
4192,60-61,10,35,<=50K,3
4193,60-61,10,35,>50K,2
4194,59,10-11,36-38,<=50K,3
4195,59,10-11,36-38,>50K,1
4196,59,10-11,36-38,>50K.,1
4197,60-61,10-11,36-38,<=50K,2
4198,60-61,10-11,36-38,<=50K.,1
4199,60-61,10-11,36-38,>50K,1
4200,60-61,10-11,36-38,>50K.,1
4201,52-54,13-14,1-8,<=50K.,3
4202,55-57,13,8,<=50K,2
4203,55-57,13,8,<=50K.,1
4204,58-61,14-16,1-4,<=50K,1
4205,58-61,14-16,1-4,>50K,2
4206,50-51,13,13-16,<=50K,2
4207,50-51,13,13-16,>50K.,1
4208,55,13,15-18,<=50K,2
4209,55,13,15-18,>50K,1
4210,55,13,15-18,>50K.,1
4211,57,13,10-13,<=50K,1
4212,57,13,10-13,>50K,1
4213,57,13,10-13,>50K.,1
4214,60-61,13,10-15,<=50K,4
4215,60-61,13,10-15,>50K,1
4216,55-57,14-15,10-14,<=50K,1
4217,55-57,14-15,10-14,>50K,1
4218,55-57,14-15,10-14,>50K.,1
4219,51-56,14-15,16-18,<=50K,3
4220,51-56,14-15,16-18,>50K.,1
4221,59-60,14,10,<=50K,2
4222,59-60,14,10,<=50K.,1
4223,51-52,13-14,20,<=50K,1
4224,51-52,13-14,20,>50K,3
4225,51-52,13-14,20,>50K.,1
4226,51,13,25-26,<=50K,4
4227,51,13,25-26,<=50K.,1
4228,58,13-14,20,<=50K,3
4229,58,13-14,20,>50K,1
4230,58-59,13,25,<=50K,2
4231,58-59,13,25,<=50K.,2
4232,60-61,13,24-25,<=50K,2
4233,60-61,13,24-25,<=50K.,2
4234,60-61,13,24-25,>50K.,1
4235,56-58,14-16,24-27,<=50K,2
4236,56-58,14-16,24-27,<=50K.,1
4237,56-58,14-16,24-27,>50K,2
4238,59-61,14-16,25,<=50K,3
4239,59-61,14-16,25,<=50K.,1
4240,59-61,14-16,25,>50K,1
4241,50-51,13,35,<=50K,4
4242,50-51,13,35,<=50K.,1
4243,50-51,13,35,>50K,1
4244,53,13,35-38,<=50K,3
4245,53,13,35-38,<=50K.,1
4246,56,13,30-32,<=50K,2
4247,56,13,30-32,<=50K.,2
4248,58-59,13,30,<=50K,3
4249,58-59,13,30,>50K,1
4250,58,13,35-38,<=50K,4
4251,58,13,35-38,>50K,2
4252,59-61,13,35-38,<=50K,3
4253,59-61,13,35-38,<=50K.,5
4254,59-61,13,35-38,>50K,2
4255,59-61,13,35-38,>50K.,1
4256,52-53,14-16,35,<=50K,1
4257,52-53,14-16,35,>50K,3
4258,52-53,14-16,35,>50K.,2
4259,54,14,30-32,<=50K,1
4260,54,14,30-32,<=50K.,1
4261,54,14,30-32,>50K,1
4262,54-56,15-16,30-32,<=50K,1
4263,54-56,15-16,30-32,>50K,3
4264,54-56,14-15,35-36,<=50K,2
4265,54-56,14-15,35-36,<=50K.,2
4266,54-56,14-15,35-36,>50K,2
4267,54-56,14-15,35-36,>50K.,1
4268,54-56,14-16,37-39,<=50K,5
4269,54-56,14-16,37-39,<=50K.,2
4270,54-56,14-16,37-39,>50K.,2
4271,60-61,14-16,30,<=50K.,5
4272,60-61,14-16,30,>50K.,1
4273,62,10,15-16,<=50K,2
4274,62,10,15-16,<=50K.,1
4275,63-64,10-11,15-18,<=50K,4
4276,63-64,10-11,15-18,<=50K.,1
4277,63-64,10-11,15-18,>50K,1
4278,67-68,10,15,<=50K,1
4279,67-68,10,15,<=50K.,1
4280,67-68,10,15,>50K.,1
4281,67,10-11,16-18,<=50K,1
4282,67,10-11,16-18,<=50K.,3
4283,70-71,10,16-17,<=50K,1
4284,70-71,10,16-17,<=50K.,2
4285,72-73,10,15-16,<=50K,1
4286,72-73,10,15-16,<=50K.,2
4287,81-84,10-11,12-15,<=50K,2
4288,81-84,10-11,12-15,<=50K.,1
4289,90,10,10-12,<=50K,1
4290,90,10,10-12,<=50K.,2
4291,63,10,30-32,<=50K,2
4292,63,10,30-32,<=50K.,1
4293,63,10,30-32,>50K.,1
4294,64-67,10-11,30-33,<=50K,3
4295,64-67,10-11,30-33,<=50K.,1
4296,64-67,10-11,30-33,>50K,1
4297,68,10,30,<=50K,3
4298,70-71,10-11,30,<=50K,4
4299,69,10,32-38,<=50K,2
4300,69,10,32-38,<=50K.,1
4301,70-71,10-11,34-38,<=50K,3
4302,70-71,10-11,34-38,>50K,1
4303,70-71,10-11,34-38,>50K.,1
4304,72,10,20-21,<=50K,1
4305,72,10,20-21,<=50K.,2
4306,73-74,10,20,<=50K.,1
4307,73-74,10,20,>50K,1
4308,73-74,10,20,>50K.,1
4309,72,10-11,25,<=50K,2
4310,72,10-11,25,>50K,1
4311,73-74,10,24-25,<=50K.,1
4312,73-74,10,24-25,>50K,1
4313,73-74,10,24-25,>50K.,1
4314,72-74,10,30-32,<=50K,1
4315,72-74,10,30-32,>50K,1
4316,72-74,10,30-32,>50K.,1
4317,72-74,11,30-32,<=50K,2
4318,72-74,11,30-32,<=50K.,1
4319,75-76,10-11,30,<=50K,3
4320,75-76,10,35-37,<=50K.,2
4321,75-76,10,35-37,>50K,1
4322,75-76,10,35-37,>50K.,1
4323,77,10-11,20-35,<=50K,2
4324,77,10-11,20-35,<=50K.,3
4325,79-80,10-11,20-24,<=50K,4
4326,79-80,10-11,20-24,>50K,1
4327,81-83,10-11,20-25,<=50K,2
4328,81-83,10-11,20-25,<=50K.,3
4329,81-90,10,35-37,<=50K,3
4330,81-90,10,35-37,>50K,1
4331,81-90,10,35-37,>50K.,1
4332,62-65,13-14,4,<=50K,2
4333,62-65,13-14,4,<=50K.,1
4334,66-68,13,2-4,<=50K,1
4335,66-68,13,2-4,<=50K.,2
4336,66-69,13,5-7,<=50K,2
4337,66-69,13,5-7,>50K,2
